actor,instrument,objective,sector,climate_amount_usd_m
Canada / Global Affairs Canada,grant,both,water,1.487409
Food and Agriculture Organisation / Core resources - developmental,grant,both,finance_policy,1.4814676
Gordon and Betty Moore Foundation,grant,adaptation,industry_mining,1.4714
Canada / International Development Research Centre,grant,adaptation,water,1.4678552
United States / State Department,grant,both,energy,1.464945
Spain / Spanish Agency for International Development Co-operation,grant,adaptation,finance_policy,1.4629274
Laudes Foundation,grant,adaptation,transport,1.4508322
United Kingdom / Department of Health  and Social Care,grant,both,health,1.448269
Portugal / Portuguese Government,grant,mitigation,transport,1.4423446
Sweden / Swedish International Development Authority,grant,mitigation,buildings,1.4335432000000001
Austria / Federal Ministry of Finance,grant,both,education,1.4276444000000001
Italy / Agenzia italiana per la cooperazione allo sviluppo,grant,both,health,1.4252090000000002
United States / State Department,grant,both,finance_policy,1.41239
UN Peacebuilding Fund / UNPBF,grant,adaptation,finance_policy,1.3998590000000002
United States / Department of Agriculture,grant,adaptation,agriculture_land_use,1.3978332
Canada / International Development Research Centre,grant,both,water,1.397393
Ireland / Department of Foreign Affairs,grant,adaptation,education,1.3957426
Japan / Ministry of Foreign Affairs,grant,both,water,1.372001
Ford Foundation,grant,adaptation,energy,1.3599999999999999
United Kingdom / Conflict stability and security fund,grant,both,transport,1.3593646000000001
Finland / Ministry of Foreign Affairs,grant,mitigation,waste,1.3556042000000001
Portugal / Portuguese Government,grant,adaptation,water,1.351702
Czechia / Ministry of Foreign Affairs,grant,mitigation,energy,1.3503608
Asian Development Bank,equity,mitigation,agriculture_land_use,1.35
Food and Agriculture Organisation / Core resources - developmental,grant,adaptation,transport,1.3474728
Czechia / Czech Development Agency,grant,both,water,1.3466732
Korea / Korea International Cooperation Agency,grant,both,industry_mining,1.3460219999999998
Global Environment Facility / GEF Trust Fund,debt,adaptation,other,1.34028
Wellcome Trust,grant,adaptation,agriculture_land_use,1.3360932
Korea / Ministry of Foreign Affairs and Trade,grant,adaptation,other,1.3344
Korea / Ministry of Foreign Affairs and Trade,grant,adaptation,agriculture_land_use,1.3344
Spain / Spanish Agency for International Development Co-operation,grant,adaptation,transport,1.3303060000000002
Gordon and Betty Moore Foundation,grant,adaptation,water,1.3200000000000003
Asian Development Bank,grant,mitigation,industry_mining,1.32
Dutch Postcode Lottery,grant,adaptation,water,1.3193552000000002
United States / Trade and Development Agency,grant,mitigation,transport,1.314859
United States / Environmental Protection Agency,grant,mitigation,transport,1.311896
Japan / Japanese International Co-operation Agency,grant,both,finance_policy,1.3089836
Global Environment Facility / Global Biodiversity Framework Fund (GBFF),grant,both,finance_policy,1.3041600000000002
"United Kingdom / Department for Culture, Media and Sports",grant,adaptation,buildings,1.3021196
Germany / Federal Foreign Office,grant,both,buildings,1.3019032000000001
Global Environment Facility / GEF Trust Fund,debt,adaptation,finance_policy,1.3008600000000001
Global Environment Facility / GEF Trust Fund,debt,adaptation,agriculture_land_use,1.3008600000000001
Margaret A. Cargill Foundation,grant,adaptation,other,1.3
"United Kingdom / Department for Business, Innovation and Skills",grant,adaptation,transport,1.2981958
Council of Europe Development Bank / Council of Europe Development Bank (CEB),debt,mitigation,finance_policy,1.2978584
"Austria / Federal Ministry of Agriculture, Regions and Tourism",grant,adaptation,other,1.2976716000000001
Food and Agriculture Organisation / Core resources - developmental,grant,mitigation,agriculture_land_use,1.2922338000000002
France / Ministry of Foreign Affairs,grant,adaptation,education,1.288362
Open Society Foundations,grant,adaptation,energy,1.270001
Sweden / Ministry of Foreign Affairs,grant,mitigation,finance_policy,1.2540166
Austria / Federal Ministry of Finance,grant,mitigation,transport,1.2502682
Asian Development Bank,grant,mitigation,agriculture_land_use,1.25
People's Postcode Lottery,grant,adaptation,agriculture_land_use,1.243008
"United Kingdom / Department for Culture, Media and Sports",grant,both,buildings,1.239872
United States / International Development Finance Corporation,grant,mitigation,energy,1.2394492
Finland / Ministry of Foreign Affairs,grant,mitigation,industry_mining,1.2392992
Japan / Other Ministries,grant,adaptation,finance_policy,1.2132052
"Japan / Ministry of Agriculture, Forestry and Fisheries",grant,adaptation,water,1.2123102000000001
Sweden / SwedFund,grant,mitigation,transport,1.1971268
Korea / Ministry of Strategy and Finance,grant,mitigation,buildings,1.195595
UN Peacebuilding Fund / UNPBF,grant,adaptation,transport,1.1946379999999999
Belgium / Flanders Official Regional Ministries,grant,both,buildings,1.19182
Swedish Postcode Lottery,grant,mitigation,other,1.191162
France / COOP DECENTRAL/MAE,grant,both,transport,1.189081
Finland / Ministry of Foreign Affairs,grant,adaptation,water,1.1885852000000001
Spain / Spanish Agency for International Development Co-operation,grant,mitigation,buildings,1.1877618
Japan / Other Ministries,grant,adaptation,waste,1.187486
David and Lucile Packard Foundation / David & Lucile Packard Foundation,grant,both,buildings,1.185
United Kingdom / Department for Environment Food and Rural Affairs,grant,mitigation,education,1.183752
France / IRD,grant,adaptation,health,1.1684236
Asian Development Bank,other,adaptation,agriculture_land_use,1.167
John D. and Catherine T. MacArthur Foundation / John & Catherine MacArthur Foundation,grant,mitigation,transport,1.1600000000000001
Spain / Spanish Agency for International Development Co-operation,grant,mitigation,waste,1.1528494
France / MINEFI/NATEXIS,grant,mitigation,other,1.1473806
Ireland / Department of Foreign Affairs,grant,adaptation,buildings,1.1466914
Denmark / Investment Fund For Developing Countries,debt,mitigation,agriculture_land_use,1.130707
Austria / Federal Ministry of Finance,grant,both,buildings,1.1255562000000001
Finland / Ministry of Foreign Affairs,grant,mitigation,energy,1.1244471999999999
United Kingdom / Conflict stability and security fund,grant,both,buildings,1.1215443999999999
Ireland / Department of Foreign Affairs,grant,mitigation,health,1.1186164
France / MIN/EQUIPEMENT,grant,both,water,1.1062532
Spain / Spanish Agency for International Development Co-operation,grant,adaptation,agriculture_land_use,1.1062312
Portugal / Portuguese Government,grant,adaptation,finance_policy,1.0902014
"Germany / Federal Ministry for the Enviroment, Nature Conservation, Nuclear Safety and Consumer Protection",grant,both,finance_policy,1.0879964
Luxembourg / Ministry of Foreign and European Affairs,grant,both,transport,1.0861596
Canada / FinDev Canada,equity,mitigation,energy,1.08393
"Austria / Federal Ministry of Climate Action, Environment, Energy, Mobility, Innovation and Technology",grant,adaptation,finance_policy,1.081315
Finland / Ministry of Foreign Affairs,other,adaptation,finance_policy,1.081315
Belgium / Other Official Federal Services,grant,mitigation,energy,1.0813148000000001
Switzerland / Swiss Agency for Development and Co-operation,grant,mitigation,transport,1.0806676
Fondation Botnar / Botnar Foundation,equity,mitigation,energy,1.074689
Swedish Postcode Lottery,grant,mitigation,agriculture_land_use,1.074292
Germany / Free State of Bavaria,grant,both,energy,1.071621
Germany / Federal Ministry for Economic Cooperation and Development,grant,both,waste,1.0674672
UNDP,grant,adaptation,energy,1.0599028
France / Ministry of Foreign Affairs,grant,both,health,1.0565696
"Japan / Ministry of Agriculture, Forestry and Fisheries",grant,adaptation,transport,1.0556182
Germany / Free State of Bavaria,grant,adaptation,agriculture_land_use,1.0519314
Japan / Japanese International Co-operation Agency,grant,adaptation,education,1.0515546
Spain / Spanish Agency for International Development Co-operation,grant,mitigation,education,1.0514316000000001
Canada / Environment and Climate Change Canada,grant,both,transport,1.0512442
Asian Development Bank,equity,adaptation,other,1.034
Japan / Japanese International Co-operation Agency,grant,adaptation,industry_mining,1.0333908
Sweden / Swedish International Development Authority,grant,both,health,1.0266161999999999
Switzerland / Cantons and municipalities,grant,both,agriculture_land_use,1.0214902000000001
Iceland / Ministry of Foreign Affairs,grant,adaptation,water,1.0201988
Leona M. and Harry B. Helmsley Charitable Trust,grant,adaptation,transport,1.02
United Kingdom / British International Investment,equity,adaptation,buildings,1.012063
France / Miscellaneous,grant,mitigation,energy,1.011554
Norway / Norwegian Agency for Development Co-operation,grant,both,education,1.0114156
Canada / Environment and Climate Change Canada,grant,adaptation,other,1.010345
WTO - International Trade Centre / VC unearmarked,grant,mitigation,transport,1.0032052
Asian Development Bank,grant,adaptation,education,1.0
William and Flora Hewlett Foundation / William & Flora Hewlett Foundation,grant,both,education,1.0
Nordic Development Fund,grant,adaptation,finance_policy,1.0
France / MIN/EQUIPEMENT,grant,mitigation,water,0.9883400000000001
Germany / Federal Ministry of Food and Agriculture,grant,both,buildings,0.9870512
United States / Department of Agriculture,grant,mitigation,agriculture_land_use,0.986757
France / COOP DECENTRAL/MAE,grant,both,finance_policy,0.9857664
Ford Foundation,grant,mitigation,education,0.97
Spain / Spanish Agency for International Development Co-operation,grant,mitigation,health,0.9651644
"Germany / Federal Ministry for the Enviroment, Nature Conservation, Nuclear Safety and Consumer Protection",grant,both,transport,0.9608112000000001
"United Kingdom / Department for Business, Innovation and Skills",grant,both,energy,0.9592278000000001
Belgium / Flanders Official Regional Ministries,grant,both,water,0.9560702000000001
"Austria / Federal Ministry of Climate Action, Environment, Energy, Mobility, Innovation and Technology",grant,both,energy,0.953604
Iceland / Ministry of Foreign Affairs,grant,adaptation,finance_policy,0.9529000000000001
Canada / International Development Research Centre,grant,mitigation,energy,0.948906
Sweden / SwedFund,grant,both,transport,0.9431200000000001
Germany / Federal Foreign Office,grant,mitigation,buildings,0.940947
Germany / Federal Foreign Office,grant,mitigation,industry_mining,0.940847
Good Ventures Foundation,grant,adaptation,other,0.9353600000000001
Sweden / Miscellaneous,grant,mitigation,transport,0.9348580000000001
Asian Development Bank,grant,mitigation,health,0.915675
United Kingdom / Department for Environment Food and Rural Affairs,grant,adaptation,education,0.9144566000000001
Austria / Austrian Development Agency,grant,both,agriculture_land_use,0.9062988000000001
Korea / Miscellaneous,grant,mitigation,water,0.9059092
Iceland / Ministry of Foreign Affairs,grant,adaptation,education,0.90293
Spain / Comunidad Valenciana,grant,mitigation,buildings,0.901013
France / COOP DECENTRAL/MAE,grant,adaptation,agriculture_land_use,0.891088
Portugal / Camões-Institute for Cooperation and Language,grant,adaptation,other,0.8788848
Iceland / Ministry of Foreign Affairs,grant,adaptation,transport,0.8733212000000001
Japan / Japanese International Co-operation Agency,grant,both,energy,0.866832
IKEA Foundation,grant,both,buildings,0.8652392000000001
Austria / Federal Government of Austria,grant,adaptation,other,0.865052
Gates Foundation / Bill & Melinda Gates Foundation,grant,adaptation,education,0.8613
Central Emergency Response Fund / Under Funded,grant,adaptation,agriculture_land_use,0.8600000000000001
Switzerland / Cantons and municipalities,grant,both,other,0.8573312000000001
Spain / Comunidad Valenciana,grant,both,agriculture_land_use,0.8557326000000001
Italy / Agenzia italiana per la cooperazione allo sviluppo,grant,mitigation,buildings,0.8518808000000001
Japan / Other Ministries,grant,adaptation,transport,0.850442
United States / Trade and Development Agency,grant,adaptation,transport,0.8485856
Czechia / Czech Development Agency,grant,mitigation,energy,0.8483082
Swedish Postcode Lottery,grant,adaptation,agriculture_land_use,0.8481408
Finland / Ministry of Foreign Affairs,grant,adaptation,education,0.8476884
Germany / Federal Ministry of Education and Research,grant,mitigation,agriculture_land_use,0.8444362000000001
Norway / Ministry of Foreign Affairs,grant,mitigation,transport,0.8332476
Good Ventures Foundation,grant,adaptation,health,0.8254400000000001
United Kingdom / Department of Health  and Social Care,grant,adaptation,buildings,0.8214648
John D. and Catherine T. MacArthur Foundation / John & Catherine MacArthur Foundation,grant,adaptation,transport,0.8200000000000001
Germany / Federal Foreign Office,grant,mitigation,education,0.8163736
Luxembourg / Ministry of Foreign and European Affairs,grant,mitigation,energy,0.8083030000000001
Japan / Japanese International Co-operation Agency,grant,mitigation,other,0.8030902
Good Ventures Foundation,grant,adaptation,finance_policy,0.8
Iceland / Ministry of Foreign Affairs,grant,both,finance_policy,0.7990402000000001
"Japan / Ministry of Agriculture, Forestry and Fisheries",grant,both,agriculture_land_use,0.7946650000000001
Luxembourg / Ministry of Foreign and European Affairs,grant,adaptation,buildings,0.792152
New Zealand / Ministry of Foreign Affairs and Trade,grant,both,buildings,0.7903072
Food and Agriculture Organisation / Core resources - developmental,grant,adaptation,other,0.7893410000000001
Korea / Korea International Cooperation Agency,grant,adaptation,other,0.788238
United Kingdom / Conflict stability and security fund,grant,mitigation,buildings,0.7880948
Austria / Austrian Development Agency,grant,both,buildings,0.7847546
UNDP,grant,adaptation,buildings,0.7830628
Oak Foundation,grant,adaptation,energy,0.781917
UNFPA,grant,adaptation,transport,0.7769440000000001
Sweden / Ministry of Foreign Affairs,grant,both,finance_policy,0.7715668
Portugal / Camões-Institute for Cooperation and Language,grant,adaptation,education,0.7705148
France / Proparco,equity,adaptation,other,0.7640332000000001
Japan / Ministry of Foreign Affairs,grant,both,transport,0.7607864000000001
UNDP,grant,adaptation,agriculture_land_use,0.754697
Swedish Postcode Lottery,grant,both,other,0.7544964000000001
Spain / Spanish Agency for International Development Co-operation,grant,both,education,0.7516118
Norway / Ministry of Climate and Environment,grant,mitigation,other,0.744207
Portugal / Camões-Institute for Cooperation and Language,grant,adaptation,agriculture_land_use,0.7431676
William and Flora Hewlett Foundation / William & Flora Hewlett Foundation,grant,mitigation,education,0.7400000000000001
Belgium / Flanders Official Regional Ministries,grant,both,transport,0.7385012000000001
Iceland / Ministry of Foreign Affairs,grant,adaptation,health,0.7379544
Norway / Norwegian Agency for Exchange Cooperation,grant,adaptation,finance_policy,0.7357663999999999
France / Ministry of Foreign Affairs,grant,adaptation,finance_policy,0.733921
Korea / Korea International Cooperation Agency,grant,both,health,0.733602
Italy / Earmarked fiscal flows to NGOs & religious organisations,grant,mitigation,energy,0.7310112
Canada / Miscellaneous,grant,both,transport,0.7299272000000001
Denmark / Ministry of Foreign Affairs,grant,adaptation,energy,0.7281388
"Austria / Federal Ministry of Climate Action, Environment, Energy, Mobility, Innovation and Technology",grant,mitigation,other,0.726202
Türkiye,grant,mitigation,energy,0.72593
Arab Fund (AFESD) / Arab Fund,grant,both,water,0.7251604
David and Lucile Packard Foundation / David & Lucile Packard Foundation,equity,adaptation,finance_policy,0.7250736
Australia / Australian Government,grant,adaptation,industry_mining,0.7248668
IKEA Foundation,grant,adaptation,finance_policy,0.7214464
Asian Development Bank,grant,adaptation,health,0.72
Germany / Land Baden-Württemberg,grant,adaptation,health,0.7177156
Arab Fund (AFESD) / Arab Fund,grant,both,finance_policy,0.7173348
Good Ventures Foundation,grant,adaptation,transport,0.716
Canada / International Development Research Centre,grant,both,industry_mining,0.7152082
France / MINEFI/NATEXIS,grant,mitigation,transport,0.710407
France / COOP DECENTRAL/MAE,grant,adaptation,other,0.7064566
United States / Trade and Development Agency,grant,mitigation,water,0.704404
"Germany / Federal Ministry for the Enviroment, Nature Conservation, Nuclear Safety and Consumer Protection",grant,both,education,0.703456
Finland / Ministry of Foreign Affairs,grant,adaptation,buildings,0.7012852
Spain / Municipalities,grant,both,water,0.7010182
La Caixa Banking Foundation,grant,adaptation,other,0.7008436
France / Miscellaneous,grant,both,finance_policy,0.7002292000000001
Open Society Foundations,grant,adaptation,other,0.7000000000000001
Oak Foundation,grant,mitigation,finance_policy,0.7
Finland / Ministry of Foreign Affairs,grant,adaptation,transport,0.6982566
"France / Ministry of Economy, Finance and Industry",grant,mitigation,other,0.6920884
France / IRD,grant,mitigation,other,0.6900656000000001
Belgium / Flanders Official Regional Ministries,grant,mitigation,other,0.68546
Italy / Earmarked fiscal flows to NGOs & religious organisations,grant,adaptation,water,0.6833552
Norway / Norwegian Agency for Exchange Cooperation,grant,adaptation,agriculture_land_use,0.6826516
United Kingdom / Conflict stability and security fund,grant,mitigation,agriculture_land_use,0.6821244
David and Lucile Packard Foundation / David & Lucile Packard Foundation,grant,adaptation,transport,0.682
Denmark / Ministry of Foreign Affairs,grant,mitigation,water,0.681666
Sweden / Swedish International Development Authority,grant,both,industry_mining,0.6812824000000002
Germany / Federal Foreign Office,grant,adaptation,water,0.6806942
Hungary / Ministry of Foreign Affairs and Trade,grant,adaptation,agriculture_land_use,0.6794056
Swedish Postcode Lottery,grant,both,finance_policy,0.6790468000000001
Spain / Comunidad Autónoma de Cataluña,grant,adaptation,other,0.677689
Belgium / Flanders Official Regional Ministries,grant,adaptation,energy,0.6744204
"Germany / Federal Ministry for the Enviroment, Nature Conservation, Nuclear Safety and Consumer Protection",grant,both,energy,0.6729008
Italy / Ministry of Foreign Affairs and International Cooperation,grant,both,water,0.6698100000000001
Spain / Municipalities,grant,both,agriculture_land_use,0.6691358000000001
Swedish Postcode Lottery,grant,adaptation,finance_policy,0.667563
Korea / Ministry of Foreign Affairs and Trade,grant,adaptation,education,0.6672
"United Kingdom / Department for Business, Innovation and Skills",grant,both,agriculture_land_use,0.6670576
Belgium / Flanders Official Regional Ministries,grant,mitigation,energy,0.6615070000000001
Germany / Free State of Bavaria,grant,mitigation,energy,0.6573516000000001
Italy / Public universities and research institutes and Italian red cross,grant,adaptation,education,0.6556128
UNDP,grant,adaptation,health,0.6552536
Czechia / Czech Development Agency,grant,both,transport,0.6537972000000001
Korea / Miscellaneous,grant,adaptation,other,0.651861
Spain / Comunidad Foral de Navarra,grant,adaptation,agriculture_land_use,0.648929
Austria / Federal Government of Austria,grant,adaptation,transport,0.6487888
Spain / Comunidad Autónoma de Andalucía,grant,both,health,0.647696
Portugal / Camões-Institute for Cooperation and Language,grant,both,energy,0.6464500000000001
Iceland / Ministry of Foreign Affairs,grant,both,transport,0.6392211999999999
Germany / Federal Foreign Office,grant,mitigation,water,0.627298
Netherlands / Ministry of Foreign Affairs of the Netherlands,grant,both,education,0.6215900000000001
United Kingdom / Conflict stability and security fund,grant,mitigation,other,0.620148
David and Lucile Packard Foundation / David & Lucile Packard Foundation,grant,adaptation,finance_policy,0.62
Switzerland / Cantons and municipalities,grant,adaptation,other,0.6176670000000001
Switzerland / Swiss Agency for Development and Co-operation,grant,mitigation,water,0.613288
UNICEF,grant,adaptation,water,0.6120000000000001
Luxembourg / Ministry of Foreign and European Affairs,grant,adaptation,water,0.6078076
Germany / Land Hesse,grant,both,education,0.6054124000000001
United Kingdom / British International Investment,debt,adaptation,industry_mining,0.603658
Italy / Ministry of Foreign Affairs and International Cooperation,grant,both,transport,0.6022050000000001
International Labour Organisation / Regular Budget,grant,mitigation,transport,0.6012028
France / Ministry of Foreign Affairs,grant,adaptation,transport,0.6011168
John D. and Catherine T. MacArthur Foundation / John & Catherine MacArthur Foundation,grant,adaptation,other,0.6000000000000001
Switzerland / Swiss Agency for Development and Co-operation,grant,adaptation,education,0.5996668
Korea / Ministry of Strategy and Finance,grant,mitigation,transport,0.5972498
France / Ministry of Foreign Affairs,grant,both,water,0.5945072
United States / Department of Agriculture,grant,mitigation,health,0.59365
Slovenia / Ministry of Finance,grant,both,agriculture_land_use,0.593036
Poland / Ministry of Foreign Affairs,grant,both,health,0.5923996
Slovak Republic / Slovak Agency for International Deve (SAMRS),grant,both,energy,0.5922156000000001
Iceland / Ministry of Foreign Affairs,grant,both,health,0.5894336
Finland / Ministry of Foreign Affairs,grant,mitigation,finance_policy,0.586056
Open Society Foundations,grant,adaptation,education,0.5840000000000001
Spain / Comunidad Autónoma de Andalucía,grant,both,water,0.5839802000000001
Spain / Ministry of the Environment and Rural and Marine Environs,grant,mitigation,other,0.5688524000000001
Slovak Republic / Slovak Agency for International Deve (SAMRS),grant,both,transport,0.5678412
Spain / Spanish Agency for International Development Co-operation,grant,both,buildings,0.562808
Gates Foundation / Bill & Melinda Gates Foundation,grant,mitigation,agriculture_land_use,0.5608920000000001
Italy / Agenzia italiana per la cooperazione allo sviluppo,grant,adaptation,education,0.5589892000000001
Czechia / Czech Development Agency,grant,adaptation,transport,0.5587384000000001
Spain / Municipalities,grant,mitigation,water,0.5574948000000001
Spain / Comunidad Autónoma de Cataluña,grant,adaptation,transport,0.557195
Sweden / Ministry of Foreign Affairs,grant,adaptation,finance_policy,0.5554288000000001
"Japan / Ministry of Agriculture, Forestry and Fisheries",grant,both,buildings,0.55497
"Austria / Federal Ministry of Climate Action, Environment, Energy, Mobility, Innovation and Technology",grant,both,transport,0.554241
Korea / Miscellaneous,grant,adaptation,energy,0.5510164000000001
Inter American Development Bank,other,adaptation,industry_mining,0.5499999999999999
Germany / Federal Foreign Office,grant,adaptation,education,0.5498536
Canada / Miscellaneous,grant,both,other,0.5498166
Korea / Ministry of Strategy and Finance,grant,adaptation,transport,0.5496934
France / Miscellaneous,grant,mitigation,finance_policy,0.5478651999999999
Spain / Spanish Agency for International Development Co-operation,grant,both,transport,0.5465144000000001
United Kingdom / Conflict stability and security fund,grant,both,water,0.543965
Spain / Spanish Agency for International Development Co-operation,grant,both,industry_mining,0.543601
Qatar / Qatar Fund for Development,grant,adaptation,other,0.5432916
Food and Agriculture Organisation / Core resources - developmental,grant,mitigation,transport,0.5430777999999999
Czechia / Ministry of Foreign Affairs,grant,adaptation,transport,0.5411456000000001
Monaco / Government of Monaco,grant,adaptation,transport,0.540727
Nordic Development Fund,grant,both,transport,0.540657
David and Lucile Packard Foundation / David & Lucile Packard Foundation,grant,both,energy,0.5403
Canada / International Development Research Centre,grant,adaptation,industry_mining,0.5379
Spain / Comunidad Autónoma de Extremadura,grant,both,water,0.537413
Poland / Ministry of Foreign Affairs,grant,both,energy,0.5371722
"France / Ministry of Education, Higher education and Research",grant,adaptation,health,0.5343048
Czechia / Czech Development Agency,grant,adaptation,water,0.5323616
United Kingdom / Scottish Government,grant,both,water,0.5273888
Food and Agriculture Organisation / Core resources - developmental,grant,mitigation,other,0.52458
Finland / FinnFund,debt,adaptation,agriculture_land_use,0.520474
Japan / Ministry of Foreign Affairs,grant,both,health,0.5204656
Oak Foundation,grant,both,agriculture_land_use,0.5197944000000001
"Slovenia / Ministry of the Environment, Climate and Energy",grant,both,finance_policy,0.51924
Austria / Austrian Development Bank,debt,mitigation,agriculture_land_use,0.5191436
France / MINEFI/NATEXIS,grant,adaptation,other,0.519143
Poland / Ministry of Foreign Affairs,grant,both,other,0.5188842
Switzerland / Federal Office for the Environment,grant,both,other,0.5184040000000001
Spain / Comunidad Valenciana,grant,both,water,0.5161832000000001
Croatia / Ministry of Foreign and European Affairs,grant,both,transport,0.516
France / COOP DECENTRAL/MAE,grant,both,education,0.5138092
Korea / Korea International Cooperation Agency,grant,mitigation,water,0.5124838
Spain / Municipalities,grant,mitigation,other,0.5115810000000001
People's Postcode Lottery,grant,both,energy,0.5110515999999999
Switzerland / Federal Office for the Environment,grant,mitigation,transport,0.510392
Japan / Other Ministries,grant,mitigation,energy,0.509259
"United Kingdom / Department for Business, Innovation and Skills",grant,both,finance_policy,0.5070244
United States / Environmental Protection Agency,grant,mitigation,finance_policy,0.506
Ireland / Department of Foreign Affairs,grant,mitigation,education,0.5043308
United Kingdom / UK-India Tech Start-up Fund,equity,both,transport,0.503526
Austria / Austrian Development Agency,grant,both,water,0.5020756
Germany / Federal Ministry of Food and Agriculture,grant,adaptation,buildings,0.5020696
Japan / Ministry of Foreign Affairs,grant,both,energy,0.501935
Germany / Federal Foreign Office,grant,mitigation,other,0.5005816000000001
Oak Foundation,grant,adaptation,transport,0.5
Canada / International Development Research Centre,grant,both,transport,0.4940738
Canada / International Development Research Centre,grant,adaptation,health,0.4940624
"Japan / Ministry of Agriculture, Forestry and Fisheries",grant,both,transport,0.492619
Spain / Comunidad de Castilla y León,grant,both,water,0.4908024
Portugal / Camões-Institute for Cooperation and Language,grant,both,education,0.4880504
Wellcome Trust,grant,both,finance_policy,0.4860676
Germany / Federal Ministry for Economic Cooperation and Development,grant,mitigation,health,0.4856452
Liechtenstein / Ministry of Foreign Affairs,grant,adaptation,water,0.48518360000000005
Germany / Land North Rhine-Westphalia,grant,adaptation,other,0.4846876
Spain / Spanish Agency for International Development Co-operation,grant,both,waste,0.481834
Canada / International Development Research Centre,grant,mitigation,agriculture_land_use,0.478934
France / COOP DECENTRAL/MAE,grant,mitigation,water,0.478538
Germany / Federal Ministry of Food and Agriculture,grant,mitigation,finance_policy,0.476579
Estonia / Other Ministries,grant,both,energy,0.474758
Liechtenstein / Ministry of Foreign Affairs,grant,adaptation,transport,0.47338
Sweden / Ministry of Foreign Affairs,grant,mitigation,industry_mining,0.473113
Italy / Ministry of Foreign Affairs and International Cooperation,grant,both,finance_policy,0.471367
Bloomberg Family Foundation,grant,both,other,0.47032640000000003
Food and Agriculture Organisation / Core resources - developmental,grant,adaptation,buildings,0.46431160000000005
Oak Foundation,grant,adaptation,buildings,0.459715
Poland / Ministry of Foreign Affairs,grant,adaptation,buildings,0.45777599999999996
Canada / International Development Research Centre,grant,adaptation,finance_policy,0.4567618
Norway / Norwegian Agency for Development Co-operation,grant,both,buildings,0.45632480000000003
Spain / Municipalities,grant,mitigation,agriculture_land_use,0.45588720000000005
Canada / International Development Research Centre,grant,both,agriculture_land_use,0.454818
Sweden / SwedFund,grant,both,water,0.4541884
Germany / Free State of Bavaria,grant,adaptation,education,0.4525096
Spain / Comunidad Foral de Navarra,grant,both,other,0.44982720000000004
Germany / Federal Foreign Office,grant,both,energy,0.44653960000000004
"Austria / Provincial governments, local communities",grant,mitigation,energy,0.4436876
"France / Ministry of Economy, Finance and Industry",grant,both,other,0.44343460000000007
New Zealand / Ministry of Foreign Affairs and Trade,grant,mitigation,energy,0.4417366
"Canada / Immigration, Refugees and Citizenship Canada",grant,adaptation,agriculture_land_use,0.4379564
Canada / FinDev Canada,debt,mitigation,agriculture_land_use,0.4379564
Switzerland / Cantons and municipalities,grant,adaptation,water,0.4360292
Czechia / Czech Development Agency,grant,both,energy,0.434441
Sweden / SwedFund,grant,adaptation,water,0.43383520000000003
Germany / Federal Ministry of Food and Agriculture,grant,mitigation,other,0.4335432
Spain / Municipalities,grant,both,energy,0.43326800000000004
Austria / Federal Ministry of Finance,grant,adaptation,water,0.43261960000000005
Finland / Ministry of Foreign Affairs,grant,both,waste,0.43261960000000005
Spain / Comunidad Valenciana,grant,both,transport,0.432526
France / Proparco,grant,adaptation,other,0.43252560000000007
Italy / Agenzia italiana per la cooperazione allo sviluppo,grant,mitigation,finance_policy,0.43252560000000007
Spain / Comunidad Autónoma de Andalucía,grant,both,energy,0.432016
"Austria / Federal Ministry of Climate Action, Environment, Energy, Mobility, Innovation and Technology",grant,adaptation,transport,0.430951
Belgium / Flanders Official Regional Ministries,grant,adaptation,education,0.42900099999999997
Italy / Agenzia italiana per la cooperazione allo sviluppo,grant,mitigation,education,0.4286328
Japan / Japanese International Co-operation Agency,grant,both,buildings,0.42614520000000006
France / Proparco,grant,mitigation,energy,0.421804
Austria / Federal Ministry of Finance,grant,mitigation,energy,0.421798
Open Society Foundations,grant,adaptation,finance_policy,0.4202156000000001
Ford Foundation,grant,adaptation,industry_mining,0.42000000000000004
"United Kingdom / Department for Business, Innovation and Skills",grant,adaptation,energy,0.4165702
Netherlands / Ministry of Foreign Affairs of the Netherlands,grant,adaptation,waste,0.4161416
France / MIN/SANTE,grant,mitigation,other,0.4152696
Iceland / Ministry of Foreign Affairs,grant,adaptation,agriculture_land_use,0.41481
"United Kingdom / Department for Business, Innovation and Skills",grant,adaptation,health,0.41422820000000005
France / IRD,grant,mitigation,agriculture_land_use,0.41346900000000003
Spain / Comunidad Autónoma de Andalucía,grant,both,buildings,0.413216
Germany / Federal Ministry of Food and Agriculture,grant,mitigation,agriculture_land_use,0.4122904
Swedish Postcode Lottery,grant,mitigation,finance_policy,0.408372
Spain / Municipalities,grant,both,other,0.402907
Ford Foundation,grant,both,agriculture_land_use,0.4
United Kingdom / Scottish Government,grant,both,other,0.397067
Czechia / Ministry of Foreign Affairs,grant,mitigation,other,0.3930676000000001
Norway / Ministry of Foreign Affairs,grant,adaptation,water,0.3927196
German Postcode Lottery,grant,both,agriculture_land_use,0.3899718
Spain / Ministry of the Environment and Rural and Marine Environs,grant,adaptation,other,0.3870276
Czechia / Czech Development Agency,grant,adaptation,education,0.386948
Finland / Ministry of Foreign Affairs,grant,adaptation,energy,0.3858318
Germany / Federal Ministry of Education and Research,grant,mitigation,industry_mining,0.382726
