scenario_id,year_2025,year_2026,year_2027,year_2028,year_2029,year_2030,year_2031,year_2032,year_2033,year_2034,year_2035,year_2036,year_2037,year_2038,year_2039,year_2040,year_2041,year_2042,year_2043,year_2044,year_2045,year_2046,year_2047,year_2048,year_2049,year_2050,year_2051,year_2052,year_2053,year_2054
20,0.044849144419715894,0.04469264373276627,0.04563639723491452,0.043569049798908036,0.05466695850853684,0.04764186764868421,0.046630489840515606,0.046740969614119554,0.045991496965535145,0.05356961492175624,0.057049066278417784,0.06356979830059509,0.025585320958246397,0.03114419427901974,0.029092976558138656,0.03799440710989167,0.02823298171587047,0.016864881567871814,0.02398955923042824,0.038851879755622626,0.041307938232232735,0.042613338329299,0.04391374299308573,0.03719877311436288,0.020821525267819083,0.029374023743816712,0.03366346937175055,0.033524322027167215,0.03654911655778369,0.04115331021318808
21,0.043360942877139846,0.03728798078003332,0.04215482254496758,0.02840800060427878,0.02109645798306963,0.03111860820110815,0.033858203593275335,0.03940254753818452,0.03443362935301628,0.038073801819379714,0.0387328818103598,0.03966655343827376,0.03748623005038339,0.038528073825996934,0.03405436053790766,0.018589995783293973,0.02383771089081534,0.02392944112066868,0.027687012271762634,0.02766479288607987,0.0295177500428685,0.02066076694916614,0.03384328381998469,0.03028999458227858,0.03487935000727935,0.03372426985400865,0.025282433491524016,0.04088797178347626,0.04025257562030655,0.036592416666181356
22,0.04907135552637376,0.04835907866630478,0.035603733806691254,0.03664076152667707,0.04414060050841896,0.042684041042172424,0.0474789540450023,0.046797297974775595,0.03178364404596502,0.04026382034211373,0.06746223023354181,0.05949881940869951,0.043624476618398085,0.03713636589079309,0.03178242418095526,0.03474336743277705,0.02781101265821781,0.026788967985008384,0.028559943042564383,0.03454241709506534,0.04418887438328294,0.03876600798157853,0.045236421079255996,0.036983083292258676,0.03326247643409352,0.042367864805737995,0.036344207761628396,0.044029339703804814,0.04301674776374745,0.033324934111492115
23,0.04494014306414527,0.04407596144643056,0.03133262955887344,0.03994696093471519,0.03637412573048474,0.03333835072616298,0.04399082596165972,0.04139262150773982,0.049022532513800815,0.05063462849047358,0.04197379472306788,0.03668330619859342,0.04259361011202038,0.035383536869990614,0.0304844061916732,0.034782853527438165,0.041486282626536246,0.040327728086853434,0.040221343387807806,0.03755419381499905,0.03372185466216977,0.02911580964266267,0.033827790369067766,0.03647359637734037,0.04272460066264084,0.02203272987342497,0.015546372129848912,0.019689520504553894,0.03133760538546735,0.03725292392473102
24,0.04411874804386235,0.03343265041947016,0.02965523407774203,0.02325668904107292,0.022029749575302505,0.03837010114177665,0.04239879948450069,0.0490584360055464,0.03921310132871136,0.015526515892150271,0.026045132290179948,0.035084113652420805,0.04369397776094661,0.034903563664777905,0.028281164368817818,0.02808223870711413,0.03370754028831225,0.026373781186113644,0.030130160134479805,0.04791308175515891,0.02663641430280813,0.04665317059224798,0.043330506567452236,0.043876774517203565,0.0369671376049923,0.03946012338051014,0.039890148329713306,0.04215104596281065,0.04387329977295696,0.053267995169384484
25,0.04434733085888699,0.0324745249885163,0.02841366517955091,0.03713003689807931,0.04340558576190673,0.03796180856404359,0.04534463882654657,0.037604280264944216,0.03829693532671344,0.03732758077913812,0.030749606932506855,0.0323284746169907,0.04209169945305935,0.04087912312259746,0.03805029545800767,0.05378414645498654,0.052692731307953856,0.050009953466784544,0.05979643317532948,0.046377871984236575,0.04535319548284266,0.03647837656602214,0.03367600521913725,0.019526927135083125,0.0322312591094648,0.03980000802943856,0.042325544041965396,0.04979272729468935,0.05662615433173494,0.06447228651021922
26,0.04700065906701172,0.05049491416486902,0.0426942335764909,0.043135417447507714,0.049952936381953354,0.04419487541586883,0.039710243761077665,0.05917156624237423,0.07055995385728313,0.05028729751792519,0.05458322819863765,0.0334806458464215,0.0314990696198808,0.04188201260609099,0.03347560507646774,0.04994243232800967,0.05169713406194798,0.02863723646906,0.03273791951715086,0.04100022050574884,0.030475942509144326,0.0415499371713669,0.03758766294882707,0.030939505981876756,0.020619728724394482,0.014387190259234685,0.023579213295718784,0.030570329006557026,0.04168888746333259,0.04255710221179901
27,0.04650006370344391,0.024833193627658276,0.03624239247580397,0.03307957779197057,0.04317917549767287,0.029396720657901148,0.05547912226592655,0.055690672694517496,0.05588865191988616,0.04274101185641309,0.04494560158442963,0.03903115177836264,0.02879732143026035,0.04069360289678321,0.04225083514800928,0.03671631082245583,0.03431015637128862,0.03402710509857882,0.03642723831638265,0.03537700750728467,0.03645612423444839,0.045548960804250464,0.035925435952214806,0.0352259846013017,0.03563403022959253,0.023870934281872362,0.03244505354506114,0.034519505450637984,0.035288063475136855,0.037455220342001286
28,0.04664192934513964,0.04738379703086409,0.044471166300569805,0.05041571038065726,0.04884439369830519,0.04010208656090199,0.030102118040780876,0.024071173681582646,0.04181309793822797,0.052023125780192504,0.03976535765657735,0.029040423175362932,0.024867761399084882,0.0195652701828436,0.02548790204912853,0.027057914346210875,0.03787945086271202,0.0397908881753226,0.03252003731944421,0.0380814013549336,0.018923079389993647,0.03392774906434592,0.031186319900102653,0.036371954153029365,0.028462000051803965,0.03906022678028175,0.03898727695066204,0.021083758949535406,0.027352845742693588,0.019549823211264743
29,0.046696194519375324,0.04195112071639661,0.04386251678684536,0.02556464935297748,0.03202798332978891,0.03900903544684596,0.034920141365328936,0.03770460671539029,0.033480634199257814,0.03181189112867881,0.03177929480750064,0.0342128403594017,0.03704745656909423,0.034978089375746244,0.036403582431665193,0.03321349682753891,0.029135940498708664,0.033853749905480505,0.03738422614459969,0.04965038532922804,0.042526382295756386,0.03540470514521855,0.038404629039634444,0.0385741258370255,0.03376315633807028,0.043916583939239695,0.047173022564086016,0.05309295826094272,0.04868964773523368,0.05445153308622942
